months,n_overlapping_windows,loss_share,min_return,median_return,max_return
12,107,0.24299065420560748,-0.7389199910984672,0.7060759639987588,12.945378354330277
36,95,0.021052631578947368,-0.10318201226597534,3.449995182387741,42.61296309122057
60,71,0.014084507042253521,-0.011171913389254051,8.388927044381001,126.07849775918271
