window,start,end,n_pair,n_btc_cpi,btc_sp500_corr,btc_monthly_CPI_change_corr,btc_daily_mdd_within_window,sp_down_months,btc_mean_when_sp_down,btc_positive_share_when_sp_down,btc_nominal_usd,btc_real_usd,btc_nominal_krw,btc_real_krw,sp500_price_return,cash_quote_proxy
2017_2019,2017-01-01,2019-12-31,36,36,-0.02391161760645056,-0.0267102948815231,-0.838015349610509,7,0.00844866077215843,0.2857142857142857,6.353842834687734,5.899100506051609,6.058951128382851,5.819898611204111,0.4430662444223099,0.05068738268770523
2020_2022,2020-01-01,2022-12-31,36,36,0.5756583088263224,-0.22593876995375337,-0.7666162643019425,15,-0.04208225094077673,0.26666666666666666,1.3094407523878844,0.9987506752626176,1.5187466873315945,1.2983794007505334,0.1884127052909823,0.02361534382213959
2023_2025,2023-01-01,2025-12-31,36,34,0.4470527116490945,0.21985677555866592,-0.3198689962459136,11,0.014549047283363188,0.5454545454545454,4.304942229750166,3.862379639975038,5.081079129954135,,0.7829144419846334,0.15774329915369445
2017_2025,2017-01-01,2025-12-31,108,106,0.3277570101366857,-0.12216349969960885,-0.838015349610509,33,-0.012486473290592328,0.36363636363636365,89.09523613836465,66.05018176463092,107.11982202294091,,2.0576238481706963,0.24515260157322594
2026_YTD_Aug,2026-01-01,2026-08-31,8,8,0.37967948231980597,0.53624030030335,-0.39510377127543206,4,-0.06569076606640428,0.5,-0.10368751140302856,-0.12541590882091402,-0.15103003528932457,,0.12280184062522825,0.025087770715141122
